Use categories,sub-use,applications,substance name,cas,elemental composition,primary source,secondary source
Building and construction products,Coating and paint,Coating of solar panels,"1-Propanaminium, N-(2-carboxyethyl)-N,N-dimethyl-3-[[(1,1,2,2,3,3,3-heptafluoropropyl)sulfonyl]amino]-, inner salt",89148-24-3,C3F7SO2NHCH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of solar panels,"1-Propanaminium, 3-[(2,2,3,3,4,4,4-heptafluoro-1-oxobutyl)amino]-N,N,N-trimethyl-, chloride (1:1)",89148-25-4,C3F7C(O)NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of solar panels,"1-Propanaminium, N-(2-carboxyethyl)-3-[(2,2,3,3,4,4,4-heptafluoro-1-oxobutyl)amino]-N,N-dimethyl-, inner salt",89148-23-2,C3F7C(O)NHCH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of solar panels,Potassium perfluorooctane sulfonate,2795-39-3,C8F17SO3H,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of solar panels,"1-Octanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-[2-(phosphonooxy)ethyl]-N-propyl-",64264-44-4,C8F17SO2N(C3H7)CH2CH2OP(=O)(OH)2,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"1-Pentyn-3-ol, 5-[[dimethyl(4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononyl)silyl]oxy]-3-methyl-",1592562-42-9,C6F13C3H6Si(CH3)2OCH2CH2C(CH3)(OH)CC,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"Cyclotetrasiloxane, 2,4,6,8-tetramethyl-2-[3-(2-oxiranyl methoxy)propyl]-4,6-bis(4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononyl)-",1428232-90-9,OSi(CH3)(C3H6OCH2C2H3O)OSiH(CH3)[OSi(CH3)(C3H6C6F13)]2,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"3,6,9,12,15-Pentaoxaheptadecanoic acid, 2,2,4,4,5,5,7,7,8,8,10,10,11,11,13,13,14,14,16,16,17,17,17-tricosafluoro-, 3-hydroxy-3-methyl-4-pentyn-1-yl ester",1592562-41-8,CF3(CF2OCF2)5C(=O)OCH2CH2C(CH3)(OH)CCH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"Propanoic acid, 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]-, 3-hydroxy-3-methyl-4-pentyn-1-yl ester",1592562-40-7,C3F7OCF(CF3)CF2OCF(CF3)C(=O)OCH2CH2C(CH3)(OH)CCH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"6,11,14-Trioxa-7-silaheptade1-yn-3-ol, 10,12,12,13,15,15,16,16,17,17,17-undecafluoro-3,7,7-trimethyl-10,13-bis(trifluoromethyl)-",1592562-45-2,C3F7OCF(CF3)CF2OCF(CF3)CH2CH2Si(CH3)2[OCH2CH2C(CH3)(OH)CCH],Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"6,11,14,17-Tetraoxa-7-silaeicos-1-yn-3-ol, 7,7-dibutyl-13,15,15,16,18,18,19,19,20,20,20-undecafluoro-3-methyl-13,16-bis(trifluoromethyl)-",717825-76-8,C3F7OCF(CF3)CF2OCF(CF3)CH2OC3H6Si(C4H9)2[OCH2CH2C(CH3)(OH)CCH],Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"Cyclotetrasiloxane, 2,4,6,8-tetramethyl-2-[3-(2-oxiranyl methoxy)propyl]-4,6-bis[3-[2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy] propoxy]propyl]-",1428232-89-6,OSi(CH3)(C3H6OCH2C2H3O)OSiH(CH3)[OSi(CH3)(C3H6OCH2CF(CF3)OCF2CF(CF3)OC3F7)]2,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"Ethanesulfonic acid, 2-[1-[difluoro[(1,2,2-trifluoroethenyl)oxy]methyl]-1,2,2,2-tetrafluoroethoxy]-1,1,2,2-tetrafluoro-, polymer with 1,1,2,2-tetrafluoroethene",31175-20-9,(CF2CF2)x-(CF2CFOCF2CF(CF3)OC2F5SO3H)y,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"Ethanesulfonyl fluoride, 1,1,2,2-tetrafluoro-2-[(1,2,2-trifluoroethenyl)oxy]-, polymer with 1,1,2,2-tetrafluoroethene",69462-70-0,(CF2CF2)x-(CF2CFOCF2CF2SO2F)y,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"1-Octanesulfonamide, N-[3-(dimethyloxidoamino)propyl]-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-",80475-32-7,C6F13CH2CH2SO2NHCH2CH2CH2N(=O)(CH3)2,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,6:2 Fluorotelomer sulfonamide betaine,34455-29-3,C6F13CH2CH2SO2NHCH2CH2CH2N+(CH3)2CH2COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,Ammonium (n:2) fluorotelomer phosphate diester,65530-70-3,OP(OH)(OCH2CH2CnF2n+1)2   ,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,1H-Pentafluoroethane,354-33-6,CF3CF2H,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,Methyl perfluorobutyl ether,163702-07-6,C4F9OCH3,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,Methyl perfluoroisobutyl ether,163702-08-7,CF3CF(CF3)CF2OCH3,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α-(1-carboxy-1,2,2,2-tetrafluoroethyl)-ω-[tetrafluoro(trifluoro methyl)ethoxy]-",51798-33-5,4 -F -CF3 CF3CF(COOH)[O(C3F6)]nOCC,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"Siloxanes and Silicones, di-Me, Me 3-(1,1,2,2-tetrafluoroethoxy)propyl, Me 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl",104780-70-3,-,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"Siloxanes and Silicones, (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)oxy Me, hydroxy Me, Me octyl, ethers with polyethylene glycol mono-Me ether",143372-54-7,-,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"1-Propanesulfonic acid, 2-methyl-, 2-[[1-oxo-3-[(γ-ω-perfluoro-C4-16-alkyl)thio]propyl]amino] derivs., sodium salts",68187-47-3,-,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"1-Propene, 1,1,2,3,3,3-hexafluoro-, dimer",13429-24-8,(CF3CFCF2)2,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"1,1,1,2-Tetrafluoroethane",811-97-2,C2H2F4,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"1,1-Difluoroethane",75-37-6,C2H4F2,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"1,1,1,2,3,3,3-Heptafluoropropane",431-89-0,C3HF7,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"1,1,1,3,3-Pentafluoropropane",460-73-1,C3H3F5,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"1,1,1,3,3-Pentafluorobutane",406-58-6,C4H3F8,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,"1,3,3,3-Tetrafluoropropene",29118-24-9,C3H2F4,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,Fluorinated ethylene propylene,25067-11-2,(CF2CF2)x-(CF2CFCF3)y,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,Ethylene tetrafluoroethylene copolymer,25038-71-5,(CH2CH2)x-(CF2CF2)y,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,Poly(vinylidene fluoride),24937-79-9,(CH2CF2)x,Glüge et al. (2020),
Building and construction products,Coating and paint,Coating of wind turbine blades,Polytetrafluoroethylene,9002-84-0,(CF2CF2)x,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Poly(vinylidene fluoride),24937-79-9,(CH2CF2)x,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluorobutanoic acid (PFBA),375-22-4,C3F7COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluoropentanoic acid (PFPeA),2706-90-3,C4F9COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluorohexanoic acid (PFHxA),307-24-4,C5F11COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluoroheptanoic acid (PFHpA),375-85-9,C6F13COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluorooctanoic acid (PFOA),335-67-1,C7F15COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluorononanoic acid (PFNA),375-95-1,C8F17COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluorodecanoic acid (PFDA),335-76-2,C9F19COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluoroundecanoic acid (PFUnDA),2058-94-8,C10F21COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluorododecanoic acid (PFDoDA),307-55-1,C11F23COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluorotridecanoic acid (PFTrDA),72629-94-8,C12F25COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluorotetradecanoic acid (PFTeDA),376-06-7,C13F27COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),6:2 Fluorotelomer sulfonic acid (6:2 FTS),27619-97-2,C6F13CH2CH2SO3H,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),6:2 Fluorotelomer alcohol,647-42-7,C6F13CH2CH2OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),8:2 Fluorotelomer alcohol,678-39-7,C8F17CH2CH2OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),10:2 Fluorotelomer alcohol,865-86-1,C10F21CH2CH2OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Polytetrafluoroethylene,9002-84-0,(CF2CF2)x,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Ethylene tetrafluoroethylene copolymer,25038-71-5,(CH2CH2)x-(CF2CF2)y,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Fluorinated ethylene propylene,25067-11-2,(CF2CF2)x-(CF2CFCF3)y,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Ammonium perfluorooctanoate ,3825-26-1,C7F15COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluorohexyl phosphonic acid,40143-76-8,C6F13P(=O)(OH)2,Glüge et al. (2020),
Building and construction products,Coating and paint,Coil coating (coted steel and aluminium coil),Perfluorooctyl phosphonic acid,40143-78-0,C8F17P(=O)(OH)2,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluorodecyl phosphonic acid,52299-26-0,C10F21P(=O)(OH)2,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Bis(perfluorohexyl) phosphinic acid,40143-77-9,(C6F13)2P(=O)OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluoro(hexyl/octyl) phosphinic acid,610800-34-5,C6F13P(C8F17)(=O)OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluoro(hexyl/decyl) phosphinic acid,1240600-40-1,C6F13P(C10F21)(=O)OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluoro(hexyl/dodecyl) phosphinic acid,1240600-41-2,C6F13P(C12F25)(=O)OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Bis(perfluorooctyl) phosphinic acid,40143-79-1,(C8F17)2P(=O)OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluoro(octyl/decyl) phosphinic acid,500776-81-8,C8F17P(C10F21)(=O)OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,6:2 Fluorotelomer sulfonic acid (6:2 FTS),27619-97-2,C6F13CH2CH2SO3H,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,6:2 Fluorotelomer alcohol,647-42-7,C6F13CH2CH2OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,8:2 Fluorotelomer alcohol,678-39-7,C8F17CH2CH2OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,10:2 Fluorotelomer alcohol,865-86-1,C10F21CH2CH2OH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,"Poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, ether with α-fluoro-ω-(2-hydroxyethyl)poly (difluoromethylene) (1:1)",65545-80-4,CnF2n+1CH2CH2O(CH2CH2O)mH   m = undefinded,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,"Phosphoric acid, mixed esters with poly ethylene glycol and 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-1-octanol, ammonium salts",1224429-82-6,-,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Polytetrafluoroethylene,9002-84-0,(CF2CF2)x,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Ethylene tetrafluoroethylene copolymer,25038-71-5,(CH2CH2)x-(CF2CF2)y,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Fluorinated ethylene propylene,25067-11-2,(CF2CF2)x-(CF2CFCF3)y,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluoro(propyl vinyl ether)-tetrafluoro ethylene copolymer/ Perfluoralkoxy polymer,26655-00-5,(CF2CF2)x-(CF2CFOC3F7)y,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Hexafluoropropylene-tetrafluoroethylene-vinylidene fluoride copolymer,25190-89-0,(CF2CF2)x-(CF2CFCF3)y-(CF2CH2),Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,"Propane, 1,1,1,2,2,3,3-heptafluoro-3-[(1,2,2-trifluoroethenyl)oxy]-, polymer with 1-chloro-1,2,2-trifluoroethene and ethene",35397-13-8,(C5F10O.C2H4.C2ClF3)x,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Poly(vinylidene fluoride),24937-79-9,(CH2CF2)x,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluorobutanoic acid (PFBA),375-22-4,C3F7COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluoropentanoic acid (PFPeA),2706-90-3,C4F9COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluorohexanoic acid (PFHxA),307-24-4,C5F11COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluoroheptanoic acid (PFHpA),375-85-9,C6F13COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluorooctanoic acid (PFOA),335-67-1,C7F15COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluorononanoic acid (PFNA),375-95-1,C8F17COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluorodecanoic acid (PFDA),335-76-2,C9F19COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluoroundecanoic acid (PFUnDA),2058-94-8,C10F21COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluorododecanoic acid (PFDoDA),307-55-1,C11F23COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluorotridecanoic acid (PFTrDA),72629-94-8,C12F25COOH,Glüge et al. (2020),
Building and construction products,Coating and paint,Architectural paint and coating,Perfluorotetradecanoic acid (PFTeDA),376-06-7,C13F27COOH,Glüge et al. (2020),
